year,congressional_district,state,state_abbreviation,district_number,special_election,candidate,party,candidate_votes,total_votes,candidate_percent
2018,FL-6,Florida,FL,6,False,Nancy Soderberg,democrat,145758,333649,0.4368602933022428
2018,FL-7,Florida,FL,7,False,Mike Miller,republican,134285,317398,0.4230808007611894
2018,FL-7,Florida,FL,7,False,Stephanie Murphy,democrat,183113,317398,0.5769191992388106
2018,FL-8,Florida,FL,8,False,Bill Posey,republican,218112,360527,0.6049810416418188
2018,FL-8,Florida,FL,8,False,Sanjay Patel,democrat,142415,360527,0.39501895835818124
2018,FL-9,Florida,FL,9,False,Darren Soto,democrat,172172,296737,0.5802174989974287
2018,FL-9,Florida,FL,9,False,Wayne Liebnitzky,republican,124565,296737,0.4197825010025713
2018,FL-11,Florida,FL,11,False,Dana Cottrell,democrat,128053,367506,0.3484378486337638
2018,FL-11,Florida,FL,11,False,Daniel Webster,republican,239395,367506,0.6514043308136466
2018,FL-11,Florida,FL,11,False,,other,58,367506,0.0001578205525896176
2018,FL-12,Florida,FL,12,False,Angelika Purkis,other,7510,334918,0.0224233991603915
2018,FL-12,Florida,FL,12,False,Chris Hunter,democrat,132844,334918,0.39664634328402776
2018,FL-12,Florida,FL,12,False,Gus Michael Bilirakis,republican,194564,334918,0.5809302575555808
2018,FL-13,Florida,FL,13,False,Charlie Crist,democrat,182717,316971,0.5764470566707995
2018,FL-13,Florida,FL,13,False,George Buck,republican,134254,316971,0.42355294332920046
2018,FL-15,Florida,FL,15,False,Kristen Carlson,democrat,134132,285532,0.46976170796968464
2018,FL-15,Florida,FL,15,False,Ross Spano,republican,151380,285532,0.5301682473418041
2018,FL-15,Florida,FL,15,False,,other,20,285532,7.00446885112702e-05
2018,FL-16,Florida,FL,16,False,David Shapiro,democrat,164463,361946,0.45438546081459663
2018,FL-16,Florida,FL,16,False,Vern Buchanan,republican,197483,361946,0.5456145391854034
2018,FL-17,Florida,FL,17,False,Allen Ellison,democrat,117194,310520,0.37741208295761947
2018,FL-17,Florida,FL,17,False,Greg Steube,republican,193326,310520,0.6225879170423805
2018,FL-18,Florida,FL,18,False,Brian Mast,republican,185905,342359,0.5430118676593868
2018,FL-18,Florida,FL,18,False,Lauren Baer,democrat,156454,342359,0.4569881323406132
2018,FL-19,Florida,FL,19,False,David Holden,democrat,128106,339607,0.37721837300173433
2018,FL-19,Florida,FL,19,False,Francis Rooney,republican,211465,339607,0.6226756221161519
2018,FL-19,Florida,FL,19,False,,other,36,339607,0.00010600488211373734
2018,FL-20,Florida,FL,20,False,Alcee L. Hastings,democrat,202659,202824,0.9991864868062951
2018,FL-20,Florida,FL,20,False,Jay Bonner,other,165,202824,0.000813513193704887
2018,FL-22,Florida,FL,22,False,Nicolas Kimaz,republican,113049,297683,0.37976303651871285
2018,FL-22,Florida,FL,22,False,Ted Deutch,democrat,184634,297683,0.6202369634812871
2018,FL-23,Florida,FL,23,False,Debbie Wasserman Schultz,democrat,161611,276366,0.5847716434004183
2018,FL-23,Florida,FL,23,False,Don Endriss,other,1612,276366,0.005832844850669041
2018,FL-23,Florida,FL,23,False,Joseph 'Joe' Kaufman,republican,99446,276366,0.3598344224687552
2018,FL-23,Florida,FL,23,False,Timothy A. 'Tim' Canova,other,13697,276366,0.04956108928015747
2018,FL-25,Florida,FL,25,False,Mario Diaz-Balart,republican,128672,212845,0.6045338156874721
2018,FL-25,Florida,FL,25,False,Mary Barzee Flores,democrat,84173,212845,0.3954661843125279
2018,FL-26,Florida,FL,26,False,Carlos Curbelo,republican,115678,235475,0.49125384860388577
2018,FL-26,Florida,FL,26,False,Debbie Mucarsel-Powell,democrat,119797,235475,0.5087461513961142
2018,FL-27,Florida,FL,27,False,Donna Shalala,democrat,130743,252586,0.5176177618712042
2018,FL-27,Florida,FL,27,False,Maria Elvira Salazar,republican,115588,252586,0.4576183953188221
2018,FL-27,Florida,FL,27,False,Mayra Joli,other,6255,252586,0.02476384280997363
2018,GA-1,Georgia,GA,1,False,"Earl L. """"""""Buddy"""""""" Carter",republican,144741,250683,0.577386579863812
2018,GA-1,Georgia,GA,1,False,Lisa M. Ring,democrat,105942,250683,0.4226134201361879
2018,GA-2,Georgia,GA,2,False,Herman West Jr,republican,92472,229171,0.40350655187610995
2018,GA-2,Georgia,GA,2,False,Sanford Bishop,democrat,136699,229171,0.59649344812389
2018,GA-3,Georgia,GA,3,False,Drew Ferguson,republican,191996,293006,0.6552630321563381
2018,GA-3,Georgia,GA,3,False,Chuck Enderlin,democrat,101010,293006,0.3447369678436619
2018,GA-4,Georgia,GA,4,False,Joe Profit,republican,61092,288809,0.21153080409544023
2018,GA-4,Georgia,GA,4,False,"Henry C """"""""Hank"""""""" Johnson Jr",democrat,227717,288809,0.7884691959045598
2018,GA-5,Georgia,GA,5,False,John R. Lewis,democrat,275406,275406,1.0
2018,GA-6,Georgia,GA,6,False,,other,18,317032,5.677660299275783e-05
2018,GA-7,Georgia,GA,7,False,Rob Woodall,republican,140430,280441,0.5007470377013347
2018,GA-7,Georgia,GA,7,False,Carolyn Bourdeaux,democrat,140011,280441,0.49925296229866534
2018,GA-8,Georgia,GA,8,False,,other,564,198716,0.002838221381267739
2018,GA-9,Georgia,GA,9,False,,other,5,282578,1.769422955785659e-05
2018,GA-10,Georgia,GA,10,False,Jody Hice,republican,190396,302735,0.6289196822303335
2018,GA-10,Georgia,GA,10,False,Tabitha A. Johnson-Green,democrat,112339,302735,0.37108031776966655
2018,GA-11,Georgia,GA,11,False,Barry Loudermilk,republican,191887,310540,0.6179139563341276
2018,GA-11,Georgia,GA,11,False,Flynn D. Broady Jr,democrat,118653,310540,0.38208604366587234
2018,GA-12,Georgia,GA,12,False,,other,3,250492,1.1976430385002316e-05
2018,GA-13,Georgia,GA,13,False,,other,93,293010,0.00031739531074024776
2018,GA-14,Georgia,GA,14,False,Tom Graves,republican,175743,229724,0.7650180216259511
2018,GA-14,Georgia,GA,14,False,Steven Lamar Foster,democrat,53981,229724,0.23498197837404886
2018,HI-1,Hawaii,HI,1,False,Ed Case,democrat,134650,184211,0.7309552632578945
2018,HI-1,Hawaii,HI,1,False,Cam Cavasso,republican,42498,184211,0.2307028353355663
2018,HI-1,Hawaii,HI,1,False,Michelle Rose Tippens,other,3498,184211,0.018989094028043926
2018,HI-1,Hawaii,HI,1,False,Zachary B. Burd,other,2214,184211,0.012018826237303961
2018,HI-1,Hawaii,HI,1,False,Calvin C. Griffin,other,1351,184211,0.007333981141191351
2018,HI-2,Hawaii,HI,2,False,Tulsi Gabbard,democrat,153271,198121,0.7736231898688175
2018,HI-2,Hawaii,HI,2,False,Brian Evans,republican,44850,198121,0.22637681013118247
2018,ID-1,Idaho,ID,1,False,Gordon Counsil,other,1054,315069,0.0033452989662581846
2018,ID-1,Idaho,ID,1,False,Paul Farmer,other,4479,315069,0.014215933652628472
2018,ID-1,Idaho,ID,1,False,Natalie M. Fleming,other,6188,315069,0.019640142318031923
2018,ID-1,Idaho,ID,1,False,Russ Fulcher,republican,197719,315069,0.6275419035195465
2018,ID-1,Idaho,ID,1,False,W. Scott Howard,other,5435,315069,0.017250189640999274
2018,ID-1,Idaho,ID,1,False,Cristina McNeil,democrat,96922,315069,0.3076215051306222
2018,ID-1,Idaho,ID,1,False,Pro-Life,other,3181,315069,0.010096201149589454
2018,ID-1,Idaho,ID,1,False,,other,91,315069,0.00028882562232399885
2018,ID-2,Idaho,ID,2,False,Mike Simpson,republican,170274,280655,0.6067021788316617
2018,ID-2,Idaho,ID,2,False,Aaron Swisher,democrat,110381,280655,0.39329782116833834
2018,IL-1,Illinois,IL,1,False,Bobby L. Rush,democrat,189560,257885,0.735056323555073
2018,IL-1,Illinois,IL,1,False,"Jimmy Lee Tillman, Ii",republican,50960,257885,0.19760746068984236
2018,IL-1,Illinois,IL,1,False,Thomas Rudbeck,other,17365,257885,0.06733621575508462
2018,IL-1,Illinois,IL,1,False,,other,0,257885,0.0
2018,IL-2,Illinois,IL,2,False,David Merkle,republican,44567,235251,0.18944446569833923
2018,IL-2,Illinois,IL,2,False,Robin Kelly,democrat,190684,235251,0.8105555343016608
2018,IL-3,Illinois,IL,3,False,Arthur J. Jones,republican,57885,223334,0.25918579347524334
2018,IL-3,Illinois,IL,3,False,Daniel William Lipinski,democrat,163053,223334,0.7300858803406557
2018,IL-3,Illinois,IL,3,False,,other,2396,223334,0.010728326184100943
2018,IL-4,Illinois,IL,4,False,Jesus \Chuy\ Garcia,democrat,143895,166189,0.865851530486374
2018,IL-4,Illinois,IL,4,False,Mark Wayne Lorch,republican,22294,166189,0.13414846951362605
2018,IL-5,Illinois,IL,5,False,Mike Quigley,democrat,213992,279131,0.7666364538514174
2018,IL-5,Illinois,IL,5,False,Tom Hanson,republican,65134,279131,0.2333456334122688
2018,IL-5,Illinois,IL,5,False,,other,5,279131,1.791273631377382e-05
2018,IL-6,Illinois,IL,6,False,Peter J. Roskam,republican,146445,315446,0.4642474464726134
2018,IL-6,Illinois,IL,6,False,Sean Casten,democrat,169001,315446,0.5357525535273866
2018,IL-6,Illinois,IL,6,False,,other,0,315446,0.0
2018,IL-7,Illinois,IL,7,False,Craig Cameron,republican,30497,246243,0.1238492058657505
2018,IL-7,Illinois,IL,7,False,Danny K. Davis,democrat,215746,246243,0.8761507941342495
2018,IL-8,Illinois,IL,8,False,Jitendra \Jd\ Diganvker,republican,67073,197127,0.3402527304732482
2018,IL-8,Illinois,IL,8,False,Raja Krishnamoorthi,democrat,130054,197127,0.6597472695267518
2018,IL-9,Illinois,IL,9,False,Janice D. Schakowsky,democrat,213368,290351,0.7348622873694253
2018,IL-9,Illinois,IL,9,False,John D. Elleson,republican,76983,290351,0.26513771263057473
2018,IL-10,Illinois,IL,10,False,Brad Schneider,democrat,156540,238664,0.6559011832534442
2018,IL-10,Illinois,IL,10,False,Douglas R. Bennett,republican,82124,238664,0.34409881674655585
2018,IL-11,Illinois,IL,11,False,Bill Foster,democrat,145407,227765,0.6384080082541216
2018,IL-11,Illinois,IL,11,False,Nick Stella,republican,82358,227765,0.3615919917458784
2018,IL-12,Illinois,IL,12,False,Brendan Kelly,democrat,118724,261543,0.4539368287432659
2018,IL-12,Illinois,IL,12,False,Mike Bost,republican,134884,261543,0.5157239918483767
2018,IL-12,Illinois,IL,12,False,Randy Auxier,other,7935,261543,0.030339179408357324
2018,IL-13,Illinois,IL,13,False,Betsy Dirksen Londrigan,democrat,134458,270981,0.49618976976245566
2018,IL-13,Illinois,IL,13,False,Rodney Davis,republican,136516,270981,0.5037843981681372
2018,IL-13,Illinois,IL,13,False,,other,7,270981,2.58320694070802e-05
2018,IL-14,Illinois,IL,14,False,Lauren Underwood,democrat,156035,297199,0.5250185902375176
2018,IL-14,Illinois,IL,14,False,Randall M. \Randy\ Hultgren,republican,141164,297199,0.4749814097624824
2018,IL-15,Illinois,IL,15,False,John M. Shimkus,republican,181294,255608,0.7092657506807298
2018,IL-15,Illinois,IL,15,False,Kevin Gaither,democrat,74309,255608,0.2907146881161779
2018,IL-15,Illinois,IL,15,False,,other,5,255608,1.9561203092234986e-05
2018,IL-16,Illinois,IL,16,False,Adam Kinzinger,republican,151254,255825,0.5912401055408971
2018,IL-16,Illinois,IL,16,False,Sara Dady,democrat,104569,255825,0.40875207661487345
2018,IL-16,Illinois,IL,16,False,,other,2,255825,7.817844229453728e-06
2018,IL-17,Illinois,IL,17,False,Cheri Bustos,democrat,142659,229749,0.6209341498766044
2018,IL-17,Illinois,IL,17,False,William W. \Bill\ Fawell,republican,87090,229749,0.37906585012339555
2018,IL-18,Illinois,IL,18,False,Darin Lahood,republican,195927,291413,0.6723344531644093
2018,IL-18,Illinois,IL,18,False,Junius Rodriguez,democrat,95486,291413,0.32766554683559074
2018,IN-1,Indiana,IN,1,False,Peter J. Visclosky,democrat,159611,245209,0.6509181963141647
2018,IN-1,Indiana,IN,1,False,Mark Leyva,republican,85594,245209,0.3490654910708824
2018,IN-1,Indiana,IN,1,False,,other,4,245209,1.6312614952958495e-05
2018,IN-2,Indiana,IN,2,False,Jackie Walorski,republican,125499,228889,0.5482963357784778
2018,IN-2,Indiana,IN,2,False,Mel Hall,democrat,103363,228889,0.45158570311373636
2018,IN-2,Indiana,IN,2,False,,other,27,228889,0.00011796110778587001
2018,IN-3,Indiana,IN,3,False,Jim Banks,republican,158927,245537,0.6472629379686158
2018,IN-3,Indiana,IN,3,False,Courtney Tritch,democrat,86610,245537,0.3527370620313843
2018,IN-4,Indiana,IN,4,False,Jim Baird,republican,156539,244363,0.6406002545393533
2018,IN-4,Indiana,IN,4,False,Tobi Beck,democrat,87824,244363,0.3593997454606467
2018,IN-5,Indiana,IN,5,False,Susan W. Brooks,republican,180035,317177,0.5676168196306794
2018,IN-5,Indiana,IN,5,False,Dee Thornton,democrat,137142,317177,0.4323831803693206
2018,IN-6,Indiana,IN,6,False,Greg Pence,republican,154260,241726,0.6381605619585812
2018,IN-6,Indiana,IN,6,False,Jeannine Lee Lake,democrat,79430,241726,0.3285951862852982
2018,IN-6,Indiana,IN,6,False,Tom Ferkinhoff,other,8030,241726,0.03321943026401794
2018,IN-6,Indiana,IN,6,False,,other,6,241726,2.4821492102628596e-05
2018,IN-7,Indiana,IN,7,False,Andre D. Carson,democrat,141139,217596,0.6486286512619718
2018,IN-7,Indiana,IN,7,False,"Wayne """"Gunny"""" Harmon",republican,76457,217596,0.3513713487380283
2018,IN-8,Indiana,IN,8,False,Larry D. Bucshon,republican,157396,244291,0.6442971701781891
2018,IN-8,Indiana,IN,8,False,William Tanoos,democrat,86895,244291,0.3557028298218109
2018,IN-9,Indiana,IN,9,False,Trey Hollingsworth,republican,153271,271361,0.5648232428388752
2018,IN-9,Indiana,IN,9,False,Liz Watson,democrat,118090,271361,0.43517675716112486
2018,IA-1,Iowa,IA,1,False,Rod Blum,republican,153442,334243,0.45907318926649177
2018,IA-1,Iowa,IA,1,False,Abby Finkenauer,democrat,170342,334243,0.5096352055241247
2018,IA-1,Iowa,IA,1,False,Troy Hageman,other,10285,334243,0.03077102587039968
2018,IA-1,Iowa,IA,1,False,,other,174,334243,0.000520579338983913
2018,IA-2,Iowa,IA,2,False,Christopher Peters,republican,133287,312913,0.42595545726767503
2018,IA-2,Iowa,IA,2,False,Dave Loebsack,democrat,171446,312913,0.5479030912745715
2018,IA-2,Iowa,IA,2,False,Mark David Strauss,other,6181,312913,0.019753094310559164
2018,IA-2,Iowa,IA,2,False,Daniel Clark,other,1837,312913,0.005870641360378124
2018,IA-2,Iowa,IA,2,False,,other,162,312913,0.0005177157868161438
2018,IA-3,Iowa,IA,3,False,David Young,republican,167933,356241,0.4714027863160052
2018,IA-3,Iowa,IA,3,False,Cindy Axne,democrat,175642,356241,0.49304263125243863
2018,IA-3,Iowa,IA,3,False,Bryan Jack Holder,other,7267,356241,0.020399111837211326
2018,IA-3,Iowa,IA,3,False,Paul Knupp,other,1888,356241,0.0052997830120620594
2018,IA-3,Iowa,IA,3,False,Mark Elworth Jr.,other,2015,356241,0.005656283246453946
2018,IA-3,Iowa,IA,3,False,Joe Grandanette,other,1301,356241,0.0036520220861720014
2018,IA-3,Iowa,IA,3,False,,other,195,356241,0.0005473822496568334
2018,IA-4,Iowa,IA,4,False,Steve King,republican,157676,313251,0.5033535407708196
2018,IA-4,Iowa,IA,4,False,J.D. Scholten,democrat,147246,313251,0.4700575576773897
2018,IA-4,Iowa,IA,4,False,Charles Aldrich,other,6161,313251,0.01966793402096083
2018,IA-4,Iowa,IA,4,False,Edward Peterson,other,1962,313251,0.006263347922273193
2018,IA-4,Iowa,IA,4,False,,other,206,313251,0.0006576196085567165
2018,KS-1,Kansas,KS,1,False,Alan LaPolice,democrat,71558,224640,0.31854522792022794
2018,KS-1,Kansas,KS,1,False,Roger Marshall,republican,153082,224640,0.6814547720797721
2018,KS-2,Kansas,KS,2,False,Kelly Standley,other,14731,264688,0.05565420419512785
2018,KS-2,Kansas,KS,2,False,Paul Davis,democrat,123859,264688,0.46794338995345464
2018,KS-2,Kansas,KS,2,False,Steve Watkins,republican,126098,264688,0.4764024058514175
2018,KS-3,Kansas,KS,3,False,Chris Clemmons,other,8021,318301,0.025199418160797484
2018,KS-3,Kansas,KS,3,False,Kevin Yoder,republican,139762,318301,0.43908753035648646
2018,KS-3,Kansas,KS,3,False,Sharice Davids,democrat,170518,318301,0.5357130514827161
2018,KS-4,Kansas,KS,4,False,James A. Thompson,democrat,98445,242693,0.4056359268705731
2018,KS-4,Kansas,KS,4,False,Ron Estes,republican,144248,242693,0.5943640731294269
2018,KY-1,Kentucky,KY,1,False,James R. Comer,republican,172167,251016,0.6858805813175256
2018,KY-1,Kentucky,KY,1,False,Paul Walker,democrat,78849,251016,0.31411941868247445
2018,KY-2,Kentucky,KY,2,False,S. Brett Guthrie,republican,171700,257345,0.6671977306728322
2018,KY-2,Kentucky,KY,2,False,Hank Linderman,democrat,79964,257345,0.31072684528551164
2018,KY-2,Kentucky,KY,2,False,Thomas A. Loecken,other,5681,257345,0.022075424041656144
2018,KY-3,Kentucky,KY,3,False,John A. Yarmuth,democrat,173002,278720,0.6207017795637199
2018,KY-3,Kentucky,KY,3,False,Vickie Yates B. Glisson,republican,101930,278720,0.3657075200918484
2018,KY-3,Kentucky,KY,3,False,Gregory Boles,other,3788,278720,0.013590700344431687
2018,KY-4,Kentucky,KY,4,False,Thomas Massie,republican,162946,261812,0.622377889477946
2018,KY-4,Kentucky,KY,4,False,Seth Hall,democrat,90536,261812,0.3458053870716392
2018,KY-4,Kentucky,KY,4,False,Mike Moffett,other,8318,261812,0.03177088903487999
2018,KY-4,Kentucky,KY,4,False,,other,12,261812,4.583441553481124e-05
2018,KY-5,Kentucky,KY,5,False,"Harold """"Hal"""" Rogers",republican,172093,218017,0.789355875917933
2018,KY-5,Kentucky,KY,5,False,Kenneth S. Stepp,democrat,45890,218017,0.21048817294064223
2018,KY-5,Kentucky,KY,5,False,,other,34,218017,0.0001559511414247513
2018,KY-6,Kentucky,KY,6,False,Andy Barr,republican,154468,302888,0.5099838884340087
2018,KY-6,Kentucky,KY,6,False,Amy McGrath,democrat,144736,302888,0.4778531998626555
2018,KY-6,Kentucky,KY,6,False,Frank Harris,other,2150,302888,0.007098333377354006
2018,KY-6,Kentucky,KY,6,False,Rikka L. Wallin,other,1011,302888,0.0033378674625604184
2018,KY-6,Kentucky,KY,6,False,James Germalic,other,523,302888,0.0017267108634214628
2018,LA-1,Louisiana,LA,1,False,Lee Ann Dugas,democrat,18560,269325,0.06891302329898821
2018,LA-1,Louisiana,LA,1,False,"""""Jim"""" Francis",democrat,8688,269325,0.03225842383737121
2018,LA-1,Louisiana,LA,1,False,"Frederick """"Ferd"""" Jones",other,2443,269325,0.009070825211176088
2018,LA-1,Louisiana,LA,1,False,Howard Kearney,other,2806,269325,0.010418639190569016
2018,LA-1,Louisiana,LA,1,False,Tammy M. Savoie,democrat,44273,269325,0.16438503666573842
2018,LA-1,Louisiana,LA,1,False,Steve Scalise,republican,192555,269325,0.714954051796157
2018,LA-2,Louisiana,LA,2,False,"Belden """"Noonie Man"""" Batiste",other,17260,235982,0.07314117178428864
2018,LA-2,Louisiana,LA,2,False,Cedric Richmond,democrat,190182,235982,0.8059174004796976
2018,LA-2,Louisiana,LA,2,False,Shawndra Rodriguez,other,8075,235982,0.0342187115966472
2018,LA-2,Louisiana,LA,2,False,Jesse Schmidt,other,20465,235982,0.08672271613936657
2018,LA-3,Louisiana,LA,3,False,"""""Rob"""" Anderson",democrat,13477,245943,0.05479724976925548
2018,LA-3,Louisiana,LA,3,False,Aaron J. Andrus,other,2967,245943,0.012063770873739037
2018,LA-3,Louisiana,LA,3,False,"""""Josh"""" Guillory",republican,31387,245943,0.12761900115067312
2018,LA-3,Louisiana,LA,3,False,Clay Higgins,republican,136876,245943,0.5565354574027316
2018,LA-3,Louisiana,LA,3,False,"Mildred """"Mimi"""" Methvin",democrat,43729,245943,0.1778013604778343
2018,LA-3,Louisiana,LA,3,False,Larry Rader,democrat,9692,245943,0.039407504990993845
2018,LA-3,Louisiana,LA,3,False,Verone Thomas,democrat,7815,245943,0.03177565533477269
2018,LA-4,Louisiana,LA,4,False,Mark David Halverson,other,4612,216872,0.02126600022132871
2018,LA-4,Louisiana,LA,4,False,"""""Mike"""" Johnson",republican,139326,216872,0.6424342469290641
2018,LA-4,Louisiana,LA,4,False,Ryan Trundle,democrat,72934,216872,0.3362997528496071
2018,LA-5,Louisiana,LA,5,False,Ralph Abraham,republican,149018,223946,0.6654193421628428
